	submission score	comment score	submission id	comment id	title (string #1)	comment (string#2)
4513	35022	8647	bpw8r2	eny7rsl	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	if my chinchilla wouldnt have a vendetta against every wire that he sees i would definitely chose him
4514	35022	4130	bpw8r2	enyd09l	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	wombat they're cute and look like they'd be cuddly. [and cube shaped poops.](https://ascienceenthusiast.com/scientists-discover-the-reason-why-wombats-poop-is-cube-shaped/)how crazy is that. if i gotta pick up their poop, it might as well be interesting.
4515	35022	11124	bpw8r2	enye6ya	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	octopus. i can only imagine the hilarity of trying to take your octopus for a swim.
4516	35022	13232	bpw8r2	enyi06n	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	hyena, so someone will think i'm funny.
4517	35022	5005	bpw8r2	enyecwh	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	penguin. so cute
4518	35022	6274	bpw8r2	enycjmk	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	a sloth. don't know what we're going to do, but it's gonna be lit.
4519	35022	7676	bpw8r2	enydnfh	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	red panda
4520	35022	12310	bpw8r2	enyc1rm	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	silverback gorilla!
4521	35022	6492	bpw8r2	enycm76	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	a panther
4522	35022	12003	bpw8r2	enyehgn	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	otters. they arent legal in the state i live in :/ theyre just so cute and funny though! edit: yes i know that otters are not the saints of the animal kingdom. i went of the prompt saying if the animal was friendly and loyal.
4523	35022	30891	bpw8r2	enybuwa	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	a grizzly bear that would be amazing
4524	35022	5075	bpw8r2	eny9ui7	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	what about well-trained? thats a pretty big factor too
4525	35022	14990	bpw8r2	eny5its	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	i'm gonna go all out and pick a t. rex.
4526	35022	6697	bpw8r2	eny9shz	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	honey badger.
4527	35022	4249	bpw8r2	eny5ktz	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	wolves, they are fucking gorgeous! or a rhino, id be the fucking king riding one of these fuckers to university!---------------------------------------------------------- edit: by wolves i'm still mean the wild animal wolf that has loyalty to only me, many say that would be a dog, but that is not what i mean. there is a difference between a dog and a wild wolf with loyalty.
4528	35022	19763	bpw8r2	enyg29v	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	i want a tiger. i've wanted one my entire life, but i've never had the hubris to think that would work out.
4529	35022	2798	bpw8r2	enycht0	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	bat. i've always really loved bats. specifically probably a honduran white bat. they are little white balls of fluff that live in groups in leaves by turning them into tents. also it could sit in my pocket or on my shoulder when i went places. that or one of the massive flying fox bats since more to stroke and stuff. like a flying cat. edit: pic of honduran white bat - https://hhsherald.com/wp-content/uploads/2017/03/whitebat.jpg
4530	35022	6337	bpw8r2	enyh84x	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	blue whale a.k.a. super #1 smuggling machine. need 5 tons of cocaine transported from country a to country b? done. just drop it into my whales backpack and tell him where he needs to go. that will be $40 million and we'll see you in 3 weeks!
4531	35022	17779	bpw8r2	eny8qnu	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	a lion. nobody is gonna want to break into my house if there's a fucking lion in here.
4532	35022	145	bpw8r2	enyolx6	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	capybara
4533	35022	1255	bpw8r2	eny5vq6	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	fox
4534	35022	595	bpw8r2	eny5dp0	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	hummingbird
4535	35022	20995	bpw8r2	eny8duw	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	elephant. he would tell his pack of elephants that i'm cool and they would give me a chance to join their elephant gang
4536	35022	787	bpw8r2	enybc0w	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	grizzly bear. id have a real life teddy bear! all will fear the teddy bear wielding girl!!!
4537	35022	2468	bpw8r2	enyert6	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	a raven. they are [incredibly smart](https://relay.nationalgeographic.com/proxy/distribution/public/amp/2017/07/ravens-problem-solving-smart-birds) and i think having one that 100% loyal and friendly to me would be awesome. plus it's fitting to my name to own one.
4538	35022	854	bpw8r2	eny9fc1	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	if i could miniaturise one itd be a brachiosaurus for certain, a 12 inch tall brachiosaurus would be so cool and no more leaves in my garden 
4539	35022	812	bpw8r2	eny65vx	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	sabertooth tiger
4540	35022	1508	bpw8r2	eny5p62	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	either a tiger or an african hunting dog edit: hyena! fuck that would be awesome
4541	35022	6232	bpw8r2	enyerhz	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	an alaskan bull worm edit: thanks for the silver, kind one
4542	35022	16756	bpw8r2	enydgjp	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	probably a human. little shit would do a lot of chores for me
4543	35022	500	bpw8r2	enya5hd	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	wolverine
4544	35022	14092	bpw8r2	enycb6o	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	a hawk, he would always be there when i need him, to get more friends or impress a crush all i do is shout where is my bird?!?! and then a hawk would echo the school and he would dive bomb and stop and land on my arm. food wouldnt be much of a problem, he can explore and find pray to eat but the winter would be the only issue. i would love any bird but a hawk is just epic edit: holy shiza this blue up, this is the first time its happened to me so thank you all. my loyal hawk will fly over everyones house and give gifts for all of you thanks for the gold as well :) i started with 6 karma and when i wake up i have over 5,000!thank you 
4545	35022	7713	bpw8r2	eny7pte	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	i would pick a snow leopard. not only are they beautiful, elegant, and my favourite animal, but they are also endangered. i would be promoting their wellbeing and hopefully manage to raise funds to save their dying species. &nbsp; **edit:** to all of you wishing me a happy cake day, thank you so much! i'm touched by the amount of support you lovely people have given me. :)
4546	35022	1423	bpw8r2	eny5ltc	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	a cute little trash panda
4547	35022	357	bpw8r2	eny7xrl	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	a racoon . they are smart af, i'll teach it to steal for me and stuff
4548	35022	325	bpw8r2	enyerwy	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	red panda. those things are fucking adorable.
4549	35022	5668	bpw8r2	enyftyk	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	"let's think about this realistically. the title stipulates the animal be ""100% friendly and loyal,"" which is assumed only to extend to you, the owner. we'll also assume op meant the animal was automatically domesticated to a reasonable extent. however op doesn't mention any secondary attributes of the animal - here are some criteria we must consider before making this fateful decision. is the animal territorial? prone to attacking others? is the animal mentally dependent on social structures? does the animal require a specific diet/large amounts of food? does the animal have a penchant for marking territory with offensive bodily odors? what is the animal's circadian cycle? does the animal exist? (looking at you, dragon people) does the animal require a specific climate/environment? can the animal adapt to confinement? does the animal enjoy destroying your house? (looking at you, tickles) does the animal shed? does the animal hibernate? is the animal's disposition affected by the biological prerogative? does the animal urinate/defecate without discretion? does the animal have behavioral triggers incompatible with modernity? therefore, looking at the criteria, we can confidently conclude that the only reasonable choice is. **drumroll*\* **a polar bear** because fuck it; it's a goddam polar bear."
4550	35022	976	bpw8r2	eny6un3	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	komodo dragon cos how fuckin dope would that be edit: this is my most upvoted comment thanks.
4551	35022	134	bpw8r2	enyevag	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	fennec fox
4552	35022	6378	bpw8r2	enygp8c	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	definitely a moose edit: thanks everyone for all the attention! this comment alone has increased my karma 20 times!
4553	35022	427	bpw8r2	enyf298	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	do velociraptors count as animals?
4554	35022	61	bpw8r2	enyp9fq	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	crow. relatively intelligent, hard to spot at night or in trees, can be taught to fetch/deliver things
4555	35022	60	bpw8r2	enzhaac	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	penguin! wed have snowy adventures together. wed wear cool button down tropical shirts and sun glasses! you guys wouldnt be able to handle how cool we would be! but wed still be friends cause its chill with a penguin!
4556	35022	547	bpw8r2	eny83iz	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	totoro edit: thanks for the silver kind stranger!
4557	35022	93	bpw8r2	enybys5	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	a stoat. they seem untameable.
4558	35022	83	bpw8r2	eny8apj	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	crocodile
4559	35022	43	bpw8r2	enzeg0o	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	a member of the senate
4560	35022	39	bpw8r2	enzh9dh	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	a .swarm of bees
4561	35022	298	bpw8r2	enydd5y	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	&#x200b; going for an animal that's real: i'm surprised no one has said it yet - a grizzly bear. &#x200b; going for fantasy animals: a european style dragon (4 legs + wings on a fairly proportionate body)
4562	35022	81	bpw8r2	enz7eg4	if you could keep any animal as a pet and it would be 100% friendly and loyal, what animal would you pick?	**velociraptor** - imagine bringing a emotional support raptor on a airplane?! - imagine just taking your dinosaur to petco to pick out some treats? - imagine the look on a criminals face when they kick in your front door and are staring down a prehistoric animal that will just crush your soul ?!
