	submission score	comment score	submission id	comment id	title (string #1)	comment (string#2)
2093	46357	22734	bkh4qb	emgse6o	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	i dont know but it involves daredevil fighting thanos in a hallway
2094	46357	17632	bkh4qb	emgtwrc	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	thanos gets arrested by the nypd
2095	46357	19158	bkh4qb	emh1ld5	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	there's two outcomes where they won but in one of them doctor strange has to die so he tries to shift it to another outcome
2096	46357	19319	bkh4qb	emh1grd	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	thanos accidentally replaces the avengers with the justice league
2097	46357	22816	bkh4qb	emgynjw	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	obviously half the population is killed, but only one sex survives.
2098	46357	13310	bkh4qb	emgthcv	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	thanos finally tries to snap and then realizes that he doesnt know how to do so properly.
2099	46357	10622	bkh4qb	emh1310	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	[deleted]
2100	46357	6468	bkh4qb	emgqe2i	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	captain america runs to stop thanos but trips and hits himself in the head and dies
2101	46357	8294	bkh4qb	emgwnka	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	big wheel shows up and fucks up everyone, except hawkeye surprisingly. edit: thanks for my first silver. but guys, spend your money on other things.
2102	46357	652	bkh4qb	emh1d9d	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	the avengers find out they agree with thanos and become the dark avengers.
2103	46357	17420	bkh4qb	emh053t	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	korg somehow gets the stones and when he clicks his fingers instead of wiping out half of all life, half of all life find a pamphlet in their pocket telling them about the revolution.
2104	46357	9844	bkh4qb	emh1hby	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	the one where they get the gauntlet off thanos and there's just another one underneath. the one where spidey managed to get the gauntlet off and yeeted it into orbit. it didn't do anything, just delayed thanos for a few minutes, and everyone got to watch tony berate peter for 10 minute before the snap. the one where thanos can't handle the catch of vormir, and instead he takes gamora to mcdonalds. she throws a tantrum when they tell her the ice cream machine is down and thanos takes her back to vormir.
2105	46357	7236	bkh4qb	emgpj37	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	thanos watches shrek and decides earth is worth saving.
2106	46357	11280	bkh4qb	emgwybs	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	thanos kills ant-man in the snap. t h e e n d.
2107	46357	3390	bkh4qb	emgnkrq	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	howard the duck saving the day
2108	46357	1416	bkh4qb	emh3j3v	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	when tony stark gets the stones and snaps his fingers his subconscious desires betray him and greasy cheeseburgers rain from the sky.
2109	46357	13923	bkh4qb	emgt3ms	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	thanos snaps his fingers and half of all living beings disappears. the left half.
2110	46357	8576	bkh4qb	emgnsg3	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	thanos snaps his fingers to kill half of all life but accidentally kills himself too
2111	46357	30542	bkh4qb	emgvlkw	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	star-lord does a dance battle against thanos and thanos wins
2112	46357	2397	bkh4qb	emgyadm	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	thanos is thwarted last minute by a random mother taking off her flip flop and demanding thanos hand over the gauntlet.
2113	46357	2358	bkh4qb	emh1e7k	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	itt people forget that the avengers lost in those 14 million outcomes.
2114	46357	12012	bkh4qb	emgq8he	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	the infinity stones, instead of killing half of the population to disperse the resources, creates 1.5 times the resources. thanos knew this but wanted the super heroes there to celebrate and help spread it safely. dr. strange felt this was anticlimactic. (edit: people are complaining about the strange number - i know it would make more sense to double it, but where is the fun in that?)
2115	46357	3228	bkh4qb	emgvw6g	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	thor aimed for the head
2116	46357	1051	bkh4qb	emh02dc	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	thanos crawled up antmans ass, made him go giant, then ruled the universe using ant man as a giant bio-mech
2117	46357	802	bkh4qb	emh5hwu	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	fat thor loses to thanos on fortnite.
2118	46357	1472	bkh4qb	emgxj0c	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	thanos realizes even getting rid of half the population won't solve all the problems in the universe. he falls into a deep depression, binging on little debbie star crunch and the andy griffith show. he becomes morbidly obese and suffers an acute heart attack. his dying wish is to play drums for cherry bomb on their reunion tour. sadly, though howard the duck is able to negotiate the conditions and a custom set to allow this to happen, thanos does not survive.
2119	46357	19172	bkh4qb	emgyn82	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	the avengers expose his homophobic tweets from 2008. thanos is now cancelled
2120	46357	755	bkh4qb	emgu7ky	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	kilgrave somehow shows up to fuck with everyone.
2121	46357	413	bkh4qb	emh3jtn	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	thanos gets the infinity stones and runs away in the thanoscopter
2122	46357	4665	bkh4qb	emgzvrx	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	thanos snaps his fingers, half of humanity dies, isis claims the incident edit: thanks for silver but pls stop buying 'special likes' and giving it to people. its useless
2123	46357	2540	bkh4qb	emgxm5u	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	thanos attempts to snap and realizes he has a giant metal glove and can't snap so he takes it off and then gives up edit: my first silver! thank you kind redditor
2124	46357	662	bkh4qb	emh2kme	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	the infinity stones all become sentient beings and open up an intergalactic fast food restaurant
2125	46357	98	bkh4qb	emgxz2t	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	they convince thanos to team up with them and open a travelling circus.
2126	46357	2040	bkh4qb	emgwry6	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	thanos trips over his own feet, falls, and smashes the infinity stones to dust while everyone stands around laughing and pointing.
2127	46357	168	bkh4qb	emgyamu	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	fuckin kevin bacon becomes the new ruler of the galaxy
2128	46357	415	bkh4qb	emh1vxt	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	thanos snapping his fingers and realize every avenger survived the snap.
2129	46357	163	bkh4qb	emgysku	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	parker got the glove, and snapped for some future-meme-vision
2130	46357	159	bkh4qb	emh568a	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	"deadpool shows up, explains to thanos that he's just a comic book character created for peoples amusement. sad thanos leaves gaunlet to dp and goes to canada to become a lumberjack. half of universe sings to wham! - ""wake me up before you go-go"", the other half dances in choreography to it."
2131	46357	1554	bkh4qb	emgwnk6	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	captain america uses the power of america's ass to beat thanos
2132	46357	71	bkh4qb	emh1dxe	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	thanos crashes in the thanoscopter and dies.
2133	46357	71	bkh4qb	emh3x3m	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	[deleted]
2134	46357	1230	bkh4qb	emgy6bz	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	the avengers bring ben shapiro to thanos. shapiro and thanos argue for hours about the consequences of the snap, but thanos destroys him with facts and logic.
2135	46357	62	bkh4qb	emh3cbl	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	thanos says no u and defeats the avengers attacks
2136	46357	364	bkh4qb	emgzaa1	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	they tried to beat him in a dance off. he moonwalked over their dead corpses.
2137	46357	59	bkh4qb	emh3ec5	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	thanos snaps his fingers and half life 3 is finally released into existence. thank you thanos.
2138	46357	386	bkh4qb	emgvdni	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	thanos gets extreme gas at at the most opportune moment farts with the force of a million atomic bombs and the avengers obliterated by the force of thanos breaking wind.
2139	46357	964	bkh4qb	emgnit0	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	antman going up thanos butt or penis. that or squirrel girl finally showing up
2140	46357	215	bkh4qb	emgyrqi	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	thanos being late for the battle because he was getting lessons from the night king
2141	46357	533	bkh4qb	emgxjxb	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	star lord doesn't fuck up the first time they try to remove the gauntlet.
2142	46357	418	bkh4qb	emgnppc	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	rocket and mantis making violent, passionate love as they disintegrated (rocket dies in this outcome as well).
2143	46357	113	bkh4qb	emh1tfx	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	thanos snapped half the people are gone. and everyone accepts that's for the best. thanos is now the head of the un
2144	46357	74	bkh4qb	emgzzbk	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	you heard of the ant-man going up thanos's butt meme. one of the other outcomes was ant-man grows in size to shove thanos up his own asshole.
2145	46357	76	bkh4qb	emh10w6	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	thanos butter fingers one of the infinity stones and drops it down a sewer grate.
2146	46357	264	bkh4qb	emgnhpo	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	the one where ant man shrunk his hand, fisted his own ass, then expanded it in protest.
2147	46357	68	bkh4qb	emh1wer	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	there were some timelines where dr. strange lived and saved everyone but in a worldwide speech he farted and put the entire timeline in the loss column.
2148	46357	201	bkh4qb	emgplx5	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	the one with the orgies,probably. if half of every one i knew died, i'd be down for an orgy honestly
2149	46357	59	bkh4qb	emh0xc4	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	everything is the exact same up until the rat is about to let ant man out of the quantum realm, it just doesn't in this reality and nothing really happens
2150	46357	103	bkh4qb	emh11sr	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	deadpool swoops in and beats up thanos and takes the infinity gauntlet. before he can kill thanos, deadpools power of 4th wall breaking kicks in thus making him dissapear, because hes rated r in a pg-13 movie.
2151	46357	55	bkh4qb	emh21gm	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	thanos reads a self-help book and starts a psychotherapy to solve his ambitions problems. he realizes that restoring balance in the universe is not his personal responsibility and that he is responsible for the life of no one, only his own. he decides to resume his life by following the advice of a life coach (actually tony starks). he invests in safe stock market investments and retires.
2152	46357	24	bkh4qb	emh1v4g	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	thanos snaps his fingers and everyone becomes 50% of their previous size.
2153	46357	28	bkh4qb	emh9fyg	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	noobmaster69 is thanos.
2154	46357	26	bkh4qb	emh1kmq	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	you know how they hinted in ant-man that luis could knock out anyone with one punch? dr. strange portals luis right in front of thanos. luis knocks him out with one punch, but then puts on the gauntlet himself and manages to snap before dying, and now everybody talks in luis' voice for all time.
2155	46357	24	bkh4qb	emh36fn	doctor strange predicted 14,000,605 different outcomes for the infinity war. what's one of the dumbest/weirdest outcomes he saw?	tony lives but captain america dies
