	submission score	comment score	submission id	comment id	title (string #1)	comment (string#2)
7532	20618	3492	bls9ab	emrqc6l	what's the nicest thing you've done for someone?	former boy scout here. i worked a summer camp in missouri one summer. one week we had a troop of mentally disabled guys stay at the camp. they were all older than standard boy scouts. one i took a liking to. big dude who you would be frightened to death to cross on a dark street. but he was mentally a 5-year old. he had zero confidence. i wanted to work on that. so i guide him all week but make sure he does as much on his own as humanly possible. we get to woodworking day and i help him construct as much as he feels he can. he just doesnt want to use the hammer to sink the nails. i do a few but notice every single thing he does, he does better than he feels and i decide im going to have him do it, whatever the cost. i give him the hammer. he declines. i tell him i believe in him. he declines. i say, tell you what. ill hold the nail for you, i trust you that much. i know you wont hurt me. he took the hammer. i hold the nail. i bit down hard expecting a broken finger. **whack** that nail went down like it was made of butter. he didnt even pinch my finger as the head of the nail went down. he hit it perfectly. he saw it and dropped the hammer and started wringing his hands and tried to be excited without making a scene. my heart was so full for him. i felt amazing for taking that risk. that was over 20 years ago, and ive never forgotten it. i now have two young daughters who i put my physical self on the line for regularly. sometimes it works out. sometimes i gain new scars. but i know being the someone who trusts you no matter what makes any physical pain not even a consideration.
7533	20618	2784	bls9ab	emr9e1w	what's the nicest thing you've done for someone?	"a friend i went to high school with is an elementary school teacher at a school without a lot of money. she did one of those ""gofundme but for teachers"" things, i can't remember the site exactly or what the project was - something tech-related. she posted it on facebook and there was a decent amount of sharing and stuff, but outside of a few $25-50 donations there wasn't a lot of actual activity. a month or two goes by and i check up on it again, it's only like halfway to the goal with a few weeks to spare. i finished it out and paid for the rest of it, i wanna say it was $300 or something like that. never told anyone i know about it, left it anonymous on the donation too. this is actually the first time i've mentioned it to anyone at all. just felt good."
7534	20618	4905	bls9ab	emr64xm	what's the nicest thing you've done for someone?	i (riding on my bike) saw a man lying on his back in the middle of an adjacent sidewalk. while it's fairly common around here to find homeless people passed out in doorways and whatnot, and therefore relatively easy to ignore, this guy was different. nicely dressed, clean, not obviously homeless, and really, really still. nobody was stopping. it was in broad daylight. i got off my bike and checked on him - his eyes were rolled back in his head, then would randomly roll around, his pulse was weak and slow, he was breathing, but very slowly and shallowly. once i stopped people started getting interested, but when i asked someone to call 911, everyone took off. i called them myself, and they wanted me to do cpr. i only had one functioning arm, so i again asked for help. all the rubberneckers again disappeared. fortunately an ambulance arrived quickly. i still don't know what happened to him, but i hope he was okay. i also called 911 for a guy that was obviously homeless, and drunk, at night in a mostly deserted area, because he was passed out face down on a sidewalk with a nearly empty bottle of bourbon in his hand, and a growing puddle of blood stemming from where he slammed his head when he fell down. i would rather risk some personal safety than wonder if another human bled out because i didn't want to be bothered. yes, i understand not stopping to help a guy in a van on the side of a deserted road in the middle of the night, or another dozen other scenarios. get somewhere safe and call the police! but i'm baffled as to how people can just flow around a person in need in broad daylight in a well-populated area.
7535	20618	11195	bls9ab	emr3efx	what's the nicest thing you've done for someone?	knew someone at school who was raised by a single parent, said parent develops cancer and my friend, who had been obviously depending on her, became utterly depressed. couldnt cook meals, finish schoolwork, do sport, most of his time was dedicated to his parent. i cooked/bought meals for him, helped him catch up all his missed classes, organised stuff to get him outside, etc. hes doing better now, so is his mum, although we dont talk anymore. still, felt worthwhile.
7536	20618	9018	bls9ab	emr3rdj	what's the nicest thing you've done for someone?	someone dropped their lotto ticket and i returned it to them. they won 400$ and gave me half
7537	20618	19467	bls9ab	emr5ujx	what's the nicest thing you've done for someone?	i came home late on a delayed flight and there was an old woman sobbing at the bus depot because no one was there to take her home. this was in the middle of a bad snowstorm at 1 am so no one wanted to drive. i picked her up and drove out of my way to drop her off. had to drive an extra half hour in the worst conditions ever but it all worked out.
7538	20618	5977	bls9ab	emrauf3	what's the nicest thing you've done for someone?	donating half my liver.
7539	20618	10309	bls9ab	emrg6f0	what's the nicest thing you've done for someone?	i helped a waitress at a restaurant i frequent. after a few months of patronage i knew most of the staff and was on a first name basis with them. i learned that she was working 6 days per week, 8 to 10 hours per day, *and* going to school full time (5 days per week, 6 hours per day), *plus* she traveled by bus between 2 and 3 hours per day. a quick bit of mental math. on a bad day she could spend 19 hours with her obligations, not counting bathing, eating, or homework! and after she paid for her tuition, she only had 10% of her paycheck left over. as i have no family nor children of my own, i decided to pay for her university. she has since quit her job and is focusing on her studies. she regularly sends me updates about her classes and i'm happy to report she's getting straight 'a's as a psychology major.
7540	20618	14847	bls9ab	emr83ai	what's the nicest thing you've done for someone?	i switched from one type of insulin to another. after switching, i had about 30 vials of novolog left over that i didn't need. we had a guy come out and do electrical work on our house and saw that he wore an insulin pump. i asked him what kind of insulin he used. he said novolog. i asked him if he wanted my leftover, non-expired, still sealed vials. he said sure. i imagine he was thinking that it was going to be only a few. i loaded them all up into a walmart bag and gave them to him. i don't know if he had to pay out of pocket or anything for his, but even if he did, the total cost to him for it could have well exceeded $1,500 in just co-pays alone. he was nearly in tears when i told him to keep it all.
7541	20618	4051	bls9ab	emr5otm	what's the nicest thing you've done for someone?	"this happened about 10 years ago. i had an early childhood education class in college that involved observing/interacting with preschoolers. the college has a daycare for locals and teachers. one day we all decided to take the kids to a nearby park. this park was pretty secure but there was a very busy road right next to it, and there were gaps in the fences. one of the kids mom's decided to come early to pick up her son. she parked on the other side of the street and was waiting to cross. the kid saw her and basically immediately started running and climbed through the fence and was going into the street. i noticed and ran as fast as i have ever in my life, leapt over the fence (it was only about 3 feet) and grabbed the boy literally a split second before a huge flatbed truck zoomed passed going at least 65+ mph. i looked up and saw the mom and tears were pouring from her eyes and she was screaming, because from her perspective all she could see would definitely give the impression her son was hit. so she runs over and i just hand her the boy and she's in total panic and terror. the instructor gets over and tells me thank you and says ""we are never coming to this park ever again."" and she holds the mom as she's crying. i just stand there in shock. she took the kid home. we all walked the kids back to class. tldr: i saved a 3 year old boy's life."
