	submission score	comment score	submission id	comment id	title (string #1)	comment (string#2)
3946	37536	6242	bkseqj	emjyv3s	what is a mildly disturbing fact?	the farthest point on the planet you can be from civilization in any direction is a blip in the pacific ocean called point nemo. if you were stranded there, you'd be thousands of miles away from help and it would be very unlikely you'd be seen or rescued as cargo ship routes don't go near it. to put the distance into perspective, the closest people to you would be the crew on the iss.
3947	37536	11329	bkseqj	emjt3fo	what is a mildly disturbing fact?	in toddlers, their adult teeth are right underneath their eyes. edit: thanks kind stranger for the silver!
3948	37536	13269	bkseqj	emjp2gc	what is a mildly disturbing fact?	rabbits will eat their own young if theyre stressed enough.
3949	37536	2970	bkseqj	emjszt6	what is a mildly disturbing fact?	moths will vibrate their genitals as a way to prevent a bat's screeches (echolocation) from hitting them.
3950	37536	3160	bkseqj	emjsulr	what is a mildly disturbing fact?	its physically possible to die of a broken heart. it was seen in either mice or frogs, after them having a large emotional response to something, their heart valves collapsed
3951	37536	15458	bkseqj	emjsp5n	what is a mildly disturbing fact?	there are over 200 corpses on mount everest and they are used as way points for climbers.
3952	37536	1709	bkseqj	emjnw2q	what is a mildly disturbing fact?	schizophrenia can hit randomly from the ages of 15 to 26 if it is in your genetics. some people are totally fine, then bam, auditory hallucinations and delusions start happening. edit* yes, it is possible before and after those ages, but since schizophrenia is triggered after adolescence and before the brain is done developing it usually occurs between those ages of 15 to 26.
3953	37536	3520	bkseqj	emjpo6a	what is a mildly disturbing fact?	that sound you hear on cartoons when planes (or anything) goes into a dive was taken from a nazi dive bomber as a form of psychological warfare, and it is likely that particular recording was the last thing someone heard. research ju-87 stuka jericho trumpets
3954	37536	2407	bkseqj	emjtoa3	what is a mildly disturbing fact?	"in the english north east town of hartlepool an abandonded french warship washed up ashore. the only thing onboard was a monkey dressed in a navy uniform. having never seen french people before the people of hartlepool assumed the monkey was a french person and was put on trial in court and was eventually hanged for not answering any of their questions. people from hartlepool to this day are called ""monkey hangers"" as an insult and the town has statues of monkeys all over."
3955	37536	7320	bkseqj	emjpmzi	what is a mildly disturbing fact?	seals will rape penguins, because. why not i guess?
